Utterance,Emotion,Dialogue_ID,Utterance_ID,Speaker,source
I'm Mary . I want to say I really admire the software you're designed .,joy,dailydialog_4631,0,Speaker,dailydialog
I ’ m doing it ! I ’ m driving ! This is awesome ! Let ’ s turn some music on !,joy,dailydialog_4632,0,Speaker,dailydialog
I don't believe it .,surprise,dailydialog_4633,0,Speaker,dailydialog
Oh really ? I ’ ll come along with you if that ’ s ok .,surprise,dailydialog_4634,0,Speaker,dailydialog
"Ah-ha , I thought so .",neutral,dailydialog_4635,0,Speaker,dailydialog
"Ah , got it . Ideal Life School , programs",joy,dailydialog_4636,0,Speaker,dailydialog
Honey ? Have you seen our soup bowls ?,neutral,dailydialog_4637,0,Speaker,dailydialog
Then we've got to get going .,neutral,dailydialog_4638,0,Speaker,dailydialog
Such friends are even worse than enemies .,neutral,dailydialog_4639,0,Speaker,dailydialog
"Yeah , that ’ s a good idea , and you like to cook . What about the books ?",joy,dailydialog_4640,0,Speaker,dailydialog
"My amenities bill says that I owe $ 10 for a movie , but I never ordered one .",anger,dailydialog_4641,0,Speaker,dailydialog
"Yes , that will be easiest .",neutral,dailydialog_4642,0,Speaker,dailydialog
"But if he doesn't listen to the teacher carefully , he won't learn anything .",neutral,dailydialog_4643,0,Speaker,dailydialog
"I know how you feel . I had a similar problem with a landlord a few years ago . Fortunately , the one we have now is very nice .",neutral,dailydialog_4644,0,Speaker,dailydialog
The sea water treatments are supposed to be really good for you .,joy,dailydialog_4645,0,Speaker,dailydialog
"Excuse me , but could I use your bathroom ?",neutral,dailydialog_4646,0,Speaker,dailydialog
It is so very kind of you . I'm so moved by you .,joy,dailydialog_4647,0,Speaker,dailydialog
"But sometimes when a flimsy report , or even a rumor gets on television , there's going to be a terrible ' echo chamber ' effect .",neutral,dailydialog_4648,0,Speaker,dailydialog
What about April ? April has good weather that isn't too cold or too hot .,joy,dailydialog_4649,0,Speaker,dailydialog
"Tomorrow afternoon , Um ... you see , I've made an appointment with Mr . Comet for tomorrow afternoon . In order to meet Mr . Zhang , I have to cancel the appointment with Mr . Comet , I'm afraid .",neutral,dailydialog_4650,0,Speaker,dailydialog
"Try to be natural , alert and interested .",neutral,dailydialog_4651,0,Speaker,dailydialog
But we registered at Macy's . People can just buy gifts there .,neutral,dailydialog_4652,0,Speaker,dailydialog
What kinds of things did you discover in my home inspection ?,neutral,dailydialog_4653,0,Speaker,dailydialog
"Yes , I know . He's really on the A-list .",joy,dailydialog_4654,0,Speaker,dailydialog
Luckily that was nothing serious .,neutral,dailydialog_4655,0,Speaker,dailydialog
What was she wearing ?,neutral,dailydialog_4656,0,Speaker,dailydialog
Could you talk to me for a few minutes about my grades ?,neutral,dailydialog_4657,0,Speaker,dailydialog
Where should I change for the Park ?,neutral,dailydialog_4658,0,Speaker,dailydialog
Really ? What's the series about ?,surprise,dailydialog_4659,0,Speaker,dailydialog
"Oh , we are skillful in doing that . You can trust us . Our shop has a history of more than 20 years .",neutral,dailydialog_4660,0,Speaker,dailydialog
You're a really good cook .,joy,dailydialog_4661,0,Speaker,dailydialog
"Oh , it's so quiet here . We have the park to ourselves , only you and me !",joy,dailydialog_4662,0,Speaker,dailydialog
"Good morning , Linda . How have you been ?",neutral,dailydialog_4663,0,Speaker,dailydialog
I have made up my mind . I am getting a tattoo .,neutral,dailydialog_4664,0,Speaker,dailydialog
Thank you for coming .,joy,dailydialog_4665,0,Speaker,dailydialog
All right . I will begin boarding soon .,neutral,dailydialog_4666,0,Speaker,dailydialog
That's true . I'm eager to know if you could send some fitters to ensure good operation .,neutral,dailydialog_4667,0,Speaker,dailydialog
Really ? OK !,joy,dailydialog_4668,0,Speaker,dailydialog
you'll love that . It's just a shot of espresso beans mixed with steam milk and some chocolate syrup .,joy,dailydialog_4669,0,Speaker,dailydialog
"Fred , is it a good time to talk with you ?",neutral,dailydialog_4670,0,Speaker,dailydialog
I am afraid not . Have you lost your passport ?,sadness,dailydialog_4671,0,Speaker,dailydialog
"I said , ' Do you need any help ? '",neutral,dailydialog_4672,0,Speaker,dailydialog
He's out of the hospital and up and about again at last .,neutral,dailydialog_4673,0,Speaker,dailydialog
The same to you . Keep in touch .,joy,dailydialog_4674,0,Speaker,dailydialog
I loved PCC .,neutral,dailydialog_4675,0,Speaker,dailydialog
Hi ! Nicole !,neutral,dailydialog_4676,0,Speaker,dailydialog
ok . Have a good day . Here's your passport and documents back .,joy,dailydialog_4677,0,Speaker,dailydialog
I'm afraid I've got a terrible cold . What should I do ?,sadness,dailydialog_4678,0,Speaker,dailydialog
I want a two-bedroom apartment .,neutral,dailydialog_4679,0,Speaker,dailydialog
Hello ! We ’ Ve been waiting for our lunch order for over an hour . Did you forget our order ?,anger,dailydialog_4680,0,Speaker,dailydialog
"Oh , my god . If this flight is late . I will for Sydney.What can I do now ?",sadness,dailydialog_4681,0,Speaker,dailydialog
Do you have any house specials that you could recommend ?,neutral,dailydialog_4682,0,Speaker,dailydialog
Let me see a doctor .,neutral,dailydialog_4683,0,Speaker,dailydialog
I got your meaning . Reading is your own solution to solve pressure from busy tasks .,neutral,dailydialog_4684,0,Speaker,dailydialog
I'd be happy to do something new .,joy,dailydialog_4685,0,Speaker,dailydialog
"I don't think so , Maria , but I think you can look for information on the Internet .",neutral,dailydialog_4686,0,Speaker,dailydialog
"Yeah , I'm very nauseous . It's mostly nausea and a fever .",sadness,dailydialog_4687,0,Speaker,dailydialog
"Oh , really ? Do you know which company it's from ?",surprise,dailydialog_4688,0,Speaker,dailydialog
It was so perfect that it won a unanimous 10 .,joy,dailydialog_4689,0,Speaker,dailydialog
Are you kidding ? It ’ s summer .,surprise,dailydialog_4690,0,Speaker,dailydialog
I see . Why do people come all the way here to pick apples by themselves and take them home ? Isn't it easier for them to buy the apples in the supermarket ?,neutral,dailydialog_4691,0,Speaker,dailydialog
"Eight tens , six ones and large silver for others .",neutral,dailydialog_4692,0,Speaker,dailydialog
"I had broken up with him , how painful I feel . I ’ m going to drown my sorrows .",joy,dailydialog_4693,0,Speaker,dailydialog
One moment . Do you want to withdraw some cash while you're at it ?,neutral,dailydialog_4694,0,Speaker,dailydialog
Any body piercing ? Stick out your tongue !,disgust,dailydialog_4695,0,Speaker,dailydialog
I just keep getting a busy signal .,neutral,dailydialog_4696,0,Speaker,dailydialog
Does it cost to use it ?,neutral,dailydialog_4697,0,Speaker,dailydialog
"Yes , it's the correct thing to do .",neutral,dailydialog_4698,0,Speaker,dailydialog
"You know what really drives me crazy ? When I ask for soft boiled eggs , and they overcook them , so they come out hard boiled ! How can you dip your toast into a hard boiled egg ?",neutral,dailydialog_4699,0,Speaker,dailydialog
The Taj it is then .,joy,dailydialog_4700,0,Speaker,dailydialog
You see that chick over there ?,joy,dailydialog_4701,0,Speaker,dailydialog
""" Tie a Yellow Ribbon on the Old Oak Tree "" ? ! Where did you learn that song ?",surprise,dailydialog_4702,0,Speaker,dailydialog
ok . I'll take that one then .,neutral,dailydialog_4703,0,Speaker,dailydialog
"Not as far as I know . We have so many advertisements . the interruptions are unbearable sometimes ! That ’ s one reason that many people prefer satellite or cable Tv , where you pay a fixed amount each month .",neutral,dailydialog_4704,0,Speaker,dailydialog
Not yet . I'm hoping we'll be able to find something cheap once all the students leave the city for the summer .,neutral,dailydialog_4705,0,Speaker,dailydialog
"Great , is it a two bedroom house ?",joy,dailydialog_4706,0,Speaker,dailydialog
"Of course not , we'd be happy if you could come.What time will you be able to come ?",joy,dailydialog_4707,0,Speaker,dailydialog
did you go to a public school or a private school ?,neutral,dailydialog_4708,0,Speaker,dailydialog
"Well then , I'll see you on Saturday . Thanks for asking me to go with you .",joy,dailydialog_4709,0,Speaker,dailydialog
There are thousands of hot springs and fountains . The park is known for them .,joy,dailydialog_4710,0,Speaker,dailydialog
I ’ m glad you ’ re enjoying it .,joy,dailydialog_4711,0,Speaker,dailydialog
What's new ?,neutral,dailydialog_4712,0,Speaker,dailydialog
"That's great . But can't you make the rent cheaper , Let's see , 12,000 yuan ?",joy,dailydialog_4713,0,Speaker,dailydialog
Well . It ’ s certainly nice . You ’ Ve done a great job .,joy,dailydialog_4714,0,Speaker,dailydialog
"Well , keep you chin up ! I ’ ll try to help you . Where are you going ?",joy,dailydialog_4715,0,Speaker,dailydialog
Yes . Please write them down on the notice board . I want everybody to see them .,neutral,dailydialog_4716,0,Speaker,dailydialog
"Thank you . I have roses , tulips , and daffodils . Do you like the rockery with the smaller flowers ?",joy,dailydialog_4717,0,Speaker,dailydialog
Yes . That would be good .,neutral,dailydialog_4718,0,Speaker,dailydialog
Are you kidding ? Don't you see many people over there ? Just on your right .,surprise,dailydialog_4719,0,Speaker,dailydialog
"Oh , don't mention it . I'm proud of you !",joy,dailydialog_4720,0,Speaker,dailydialog
I don't know . It's hard . But I have to learn .,neutral,dailydialog_4721,0,Speaker,dailydialog
I'd say all you've done is moved the dirt from the windows on to your face and hands . Disgraceful !,anger,dailydialog_4722,0,Speaker,dailydialog
"There is a long list of those things forbidden , including explosives , gum opium and precious cultural relies and so on .",neutral,dailydialog_4723,0,Speaker,dailydialog
Great . Let's go . Where is it ?,joy,dailydialog_4724,0,Speaker,dailydialog
"Yeah , sure . Here they are . Take your time going through them , I'm in no hurry .",neutral,dailydialog_4725,0,Speaker,dailydialog
Yes . You really deserved this .,joy,dailydialog_4726,0,Speaker,dailydialog
"What seems to be the problem , kid ?",neutral,dailydialog_4727,0,Speaker,dailydialog
I ’ m pretty happy living there .,joy,dailydialog_4728,0,Speaker,dailydialog
November this year .,neutral,dailydialog_4729,0,Speaker,dailydialog
"In that case , I ’ m right behind you .",neutral,dailydialog_4730,0,Speaker,dailydialog
The film will start at 2,joy,dailydialog_4731,0,Speaker,dailydialog
"Many people play sports in China , don't they ?",neutral,dailydialog_4732,0,Speaker,dailydialog
it's very nice . I haven't heard live music in a while . This is fun .,neutral,dailydialog_4733,0,Speaker,dailydialog
Never mind . You can follow me . I'll sing the first part .,neutral,dailydialog_4734,0,Speaker,dailydialog
What about a flight to Paris ?,neutral,dailydialog_4735,0,Speaker,dailydialog
I am glad to tell you that you are supposed to come for an interview tomorrow . Are you free tomorrow ?,neutral,dailydialog_4736,0,Speaker,dailydialog
Have you got any outdoor interests ?,neutral,dailydialog_4737,0,Speaker,dailydialog
"Right ! Anyway , the basic difference between a digital camcorder and its traditional counterpart is that it speaks digital .",joy,dailydialog_4738,0,Speaker,dailydialog
Aright . Have fun on Saturday .,joy,dailydialog_4739,0,Speaker,dailydialog
Have you ever run into a person who tries to bleed you white ?,neutral,dailydialog_4740,0,Speaker,dailydialog
Would you like rice with your meal ?,neutral,dailydialog_4741,0,Speaker,dailydialog
You turned 18 a month before the election .,neutral,dailydialog_4742,0,Speaker,dailydialog
"But if there is an emergency and the manager is of absence , what should we do ?",neutral,dailydialog_4743,0,Speaker,dailydialog
"I really appreciate the offer , but I must decline it .",neutral,dailydialog_4744,0,Speaker,dailydialog
The stone is a prehistoric log . It was turned to stone millions of years ago .,neutral,dailydialog_4745,0,Speaker,dailydialog
I'm looking forward to our son's graduation this weekend .,joy,dailydialog_4746,0,Speaker,dailydialog
But have 2 - hour journey .,anger,dailydialog_4747,0,Speaker,dailydialog
Hi there . I need to change some dollars into local currency . Can I do that here ?,neutral,dailydialog_4748,0,Speaker,dailydialog
